source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type
REAL_DB,real_db_170,6,UPDATE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:45:54.696000,False,LOW,NORMAL
REAL_DB,real_db_236,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-13 11:55:45.091000,False,LOW,NORMAL
REAL_DB,real_db_119,1,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:42.257000,False,LOW,NORMAL
REAL_DB,real_db_177,6,SETUJUI_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:46:04.031000,False,LOW,NORMAL
REAL_DB,real_db_73,1,UPDATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:07:01.323000,False,LOW,NORMAL
REAL_DB,real_db_61,1,CREATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 20:50:26.306000,False,LOW,NORMAL
REAL_DB,real_db_296,84,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.781000,False,LOW,NORMAL
REAL_DB,real_db_154,6,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:32.819000,False,LOW,NORMAL
REAL_DB,real_db_90,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 18:59:48.228000,False,LOW,NORMAL
REAL_DB,real_db_82,6,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 10:14:41.372000,False,LOW,NORMAL
REAL_DB,real_db_373,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:17:08.570000,False,LOW,NORMAL
REAL_DB,real_db_348,1,CREATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-08-01 20:53:05.899000,False,LOW,NORMAL
REAL_DB,real_db_116,1,CREATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:59:39.320000,False,LOW,NORMAL
REAL_DB,real_db_314,84,DELETE_BERKAS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:18.258000,False,LOW,NORMAL
REAL_DB,real_db_68,1,AKTIVASI_OTP,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:03:50.488000,False,LOW,NORMAL
REAL_DB,real_db_304,84,EXPORT_VERIFICATION_REPORT,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:15.427000,False,LOW,NORMAL
REAL_DB,real_db_313,84,DELETE_PEMINJAMAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:18.170000,False,LOW,NORMAL
REAL_DB,real_db_142,1,DELETE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:57.587000,False,LOW,NORMAL
REAL_DB,real_db_360,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-01 23:42:37.330000,False,LOW,NORMAL
REAL_DB,real_db_99,1,UPDATE_RAK,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 22:36:08.099000,False,LOW,NORMAL
REAL_DB,real_db_321,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 12:14:14.320000,False,LOW,NORMAL
REAL_DB,real_db_165,6,PENGEMBALIAN,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:48.050000,False,LOW,NORMAL
REAL_DB,real_db_246,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 00:31:59.008000,False,LOW,NORMAL
REAL_DB,real_db_417,1,LOGIN_SUCCESS,SUCCESS,unknown,unknown,0.0,1.0,2026-08-15 20:34:49.684000,False,LOW,NORMAL
REAL_DB,real_db_351,1,UPDATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-08-01 21:01:07.041000,False,LOW,NORMAL
REAL_DB,real_db_260,84,UPDATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:36.304000,False,LOW,NORMAL
REAL_DB,real_db_250,84,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:02:10.476000,False,LOW,NORMAL
REAL_DB,real_db_126,1,DISABLE_2FA_EMAIL_CHANGED,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:47.063000,False,LOW,NORMAL
REAL_DB,real_db_297,84,UPDATE_LEMARI,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.910000,False,LOW,NORMAL
REAL_DB,real_db_78,6,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:09:40.927000,False,LOW,NORMAL
REAL_DB,real_db_404,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-09 11:40:52.321000,False,LOW,NORMAL
REAL_DB,real_db_339,1,SETUP_2FA_GENERATE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-30 14:10:22.433000,False,LOW,NORMAL
REAL_DB,real_db_79,6,AKTIVASI_OTP,SUCCESS,unknown,unknown,0.0,1.0,2026-07-05 22:10:11.319000,False,LOW,NORMAL
REAL_DB,real_db_258,84,LOGOUT,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:10:34.935000,False,LOW,NORMAL
REAL_DB,real_db_153,1,UPDATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:31.416000,False,LOW,NORMAL
REAL_DB,real_db_140,1,DELETE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:55.455000,False,LOW,NORMAL
REAL_DB,real_db_129,1,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:49.641000,False,LOW,NORMAL
REAL_DB,real_db_251,84,CREATE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:02:11.215000,False,LOW,NORMAL
REAL_DB,real_db_295,84,DELETE_USER,SUCCESS,unknown,unknown,0.0,1.0,2026-07-21 08:17:12.361000,False,LOW,NORMAL
REAL_DB,real_db_132,1,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-07-08 23:04:52.289000,False,LOW,NORMAL
REAL_DB,real_db_157,6,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:36.053000,False,LOW,NORMAL
REAL_DB,real_db_158,6,CREATE_PERKARA,SUCCESS,unknown,unknown,0.0,1.0,2026-07-09 00:38:37.633000,False,LOW,NORMAL
REAL_DB,real_db_385,6,ACCESS_BERKAS_FILE,SUCCESS,unknown,unknown,0.0,1.0,2026-08-02 13:21:03.982000,False,LOW,NORMAL
