Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Specificity,Youden_J,Localhost_FP_Count,Localhost_FPR,Satisfies_Test_Criteria,Localhost_Safe
1.051,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0519999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.053,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0539999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.055,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0559999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.057,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0579999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.059,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0599999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.061,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0619999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.063,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0639999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.065,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0659999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.067,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0679999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.069,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0699999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.071,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0719999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.073,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0739999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.075,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0759999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.077,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0779999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.079,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0799999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.081,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,1.0,0.0027,0,0.0,False,True
1.0819999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.083,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0839999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.085,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0859999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.087,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0879999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.089,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0899999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.091,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0919999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.093,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0939999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.095,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0959999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.097,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0979999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.099,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.0999999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.101,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1019999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.103,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1039999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.105,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1059999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.107,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1079999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.109,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1099999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.111,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1119999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.113,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1139999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.115,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1159999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.117,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1179999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.119,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1199999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.121,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1219999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.123,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1239999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.125,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.126,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.127,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.128,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.129,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.13,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.131,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.132,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.133,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.134,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.135,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.136,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.137,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.138,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.139,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.14,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.141,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.142,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.143,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.144,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.145,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.146,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.147,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.148,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.149,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.15,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.151,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.152,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.153,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.154,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1549999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.156,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1569999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.158,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1589999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.16,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1609999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.162,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1629999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.164,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1649999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.166,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1669999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.168,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1689999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.17,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1709999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.172,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1729999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.174,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1749999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.176,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1769999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.178,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1789999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.18,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1809999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.182,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1829999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.184,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1849999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.186,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1869999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.188,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1889999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.19,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1909999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.192,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1929999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.194,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1949999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.196,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1969999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.198,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.1989999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2009999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.202,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2029999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.204,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2049999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.206,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2069999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.208,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2089999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.21,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2109999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.212,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2129999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.214,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2149999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.216,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2169999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.218,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2189999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.22,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2209999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.222,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2229999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.224,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2249999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.226,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2269999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.228,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2289999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.23,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2309999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.232,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2329999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.234,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2349999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.236,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2369999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.238,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2389999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.24,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2409999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.242,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2429999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.244,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2449999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.246,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2469999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.248,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2489999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.25,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.251,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.252,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.253,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.254,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.255,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.256,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.257,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.258,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.259,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.26,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.261,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.262,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.263,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.264,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.265,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.266,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.267,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.268,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.269,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.27,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.271,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.272,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.273,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.274,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.275,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.276,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.277,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.278,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.279,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.28,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.281,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2819999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.283,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2839999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.285,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2859999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.287,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2879999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.289,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2899999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.291,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2919999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.293,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
1.2939999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,1.0,0.0013,0,0.0,False,True
