Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Specificity,Youden_J,Localhost_FP_Count,Localhost_FPR,Satisfies_Test_Criteria,Localhost_Safe
0.538,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.539,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.54,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.541,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.542,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,1.0,0.2147,0,0.0,False,True
0.543,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.544,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.545,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.546,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.547,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.548,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.549,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.55,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.551,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.552,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.553,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.554,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.555,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.556,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.557,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.558,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.559,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.56,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.561,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.562,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,1.0,0.2133,0,0.0,False,True
0.5630000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5640000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5650000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5660000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5670000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5680000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,1.0,0.212,0,0.0,False,True
0.5690000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5700000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5710000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5720000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5730000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5740000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5750000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5760000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.5770000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.578,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.579,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.58,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.581,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.582,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.583,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.584,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.585,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.586,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.587,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.588,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.589,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,1.0,0.2107,0,0.0,False,True
0.59,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.591,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.592,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.593,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.594,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.595,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.596,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.597,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.598,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.599,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.6,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.601,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.602,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.603,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.604,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.605,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.606,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.607,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.608,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.609,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.61,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,1.0,0.2093,0,0.0,False,True
0.611,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.612,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.613,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.614,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.615,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.616,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.617,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.618,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.619,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.62,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.621,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.622,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.623,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.624,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.625,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.626,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.627,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.628,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.629,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.63,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.631,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.632,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.633,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.634,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.635,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.636,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.637,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.638,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.639,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.64,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.641,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.642,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.643,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.644,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.645,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.646,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,1.0,0.208,0,0.0,False,True
0.647,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.648,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.649,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.65,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.651,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.652,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.653,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.654,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.655,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.656,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.657,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.658,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,1.0,0.2067,0,0.0,False,True
0.659,154,0,2075,596,1.0,0.2053,0.3407,0.0,0.7947,1.0,0.2053,0,0.0,False,True
0.66,154,0,2075,596,1.0,0.2053,0.3407,0.0,0.7947,1.0,0.2053,0,0.0,False,True
0.661,154,0,2075,596,1.0,0.2053,0.3407,0.0,0.7947,1.0,0.2053,0,0.0,False,True
0.662,153,0,2075,597,1.0,0.204,0.3389,0.0,0.796,1.0,0.204,0,0.0,False,True
0.663,153,0,2075,597,1.0,0.204,0.3389,0.0,0.796,1.0,0.204,0,0.0,False,True
0.664,151,0,2075,599,1.0,0.2013,0.3352,0.0,0.7987,1.0,0.2013,0,0.0,False,True
0.665,150,0,2075,600,1.0,0.2,0.3333,0.0,0.8,1.0,0.2,0,0.0,False,True
0.666,150,0,2075,600,1.0,0.2,0.3333,0.0,0.8,1.0,0.2,0,0.0,False,True
0.667,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,1.0,0.1987,0,0.0,False,True
0.668,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,1.0,0.1987,0,0.0,False,True
0.669,148,0,2075,602,1.0,0.1973,0.3296,0.0,0.8027,1.0,0.1973,0,0.0,False,True
0.67,148,0,2075,602,1.0,0.1973,0.3296,0.0,0.8027,1.0,0.1973,0,0.0,False,True
0.671,148,0,2075,602,1.0,0.1973,0.3296,0.0,0.8027,1.0,0.1973,0,0.0,False,True
0.672,148,0,2075,602,1.0,0.1973,0.3296,0.0,0.8027,1.0,0.1973,0,0.0,False,True
0.673,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.674,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.675,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.676,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.677,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.678,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.679,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.68,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.681,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,1.0,0.196,0,0.0,False,True
0.682,145,0,2075,605,1.0,0.1933,0.324,0.0,0.8067,1.0,0.1933,0,0.0,False,True
0.683,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.684,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.685,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.686,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.687,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6880000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6890000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6900000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6910000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6920000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6930000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6940000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6950000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6960000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6970000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6980000000000001,144,0,2075,606,1.0,0.192,0.3221,0.0,0.808,1.0,0.192,0,0.0,False,True
0.6990000000000001,143,0,2075,607,1.0,0.1907,0.3203,0.0,0.8093,1.0,0.1907,0,0.0,False,True
0.7000000000000001,143,0,2075,607,1.0,0.1907,0.3203,0.0,0.8093,1.0,0.1907,0,0.0,False,True
0.7010000000000001,143,0,2075,607,1.0,0.1907,0.3203,0.0,0.8093,1.0,0.1907,0,0.0,False,True
0.7020000000000001,142,0,2075,608,1.0,0.1893,0.3184,0.0,0.8107,1.0,0.1893,0,0.0,False,True
0.7030000000000001,141,0,2075,609,1.0,0.188,0.3165,0.0,0.812,1.0,0.188,0,0.0,False,True
0.7040000000000001,141,0,2075,609,1.0,0.188,0.3165,0.0,0.812,1.0,0.188,0,0.0,False,True
0.705,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,1.0,0.1867,0,0.0,False,True
0.706,140,0,2075,610,1.0,0.1867,0.3146,0.0,0.8133,1.0,0.1867,0,0.0,False,True
0.707,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.708,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.709,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.71,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.711,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.712,139,0,2075,611,1.0,0.1853,0.3127,0.0,0.8147,1.0,0.1853,0,0.0,False,True
0.713,138,0,2075,612,1.0,0.184,0.3108,0.0,0.816,1.0,0.184,0,0.0,False,True
0.714,136,0,2075,614,1.0,0.1813,0.307,0.0,0.8187,1.0,0.1813,0,0.0,False,True
0.715,135,0,2075,615,1.0,0.18,0.3051,0.0,0.82,1.0,0.18,0,0.0,False,True
0.716,134,0,2075,616,1.0,0.1787,0.3032,0.0,0.8213,1.0,0.1787,0,0.0,False,True
0.717,134,0,2075,616,1.0,0.1787,0.3032,0.0,0.8213,1.0,0.1787,0,0.0,False,True
0.718,134,0,2075,616,1.0,0.1787,0.3032,0.0,0.8213,1.0,0.1787,0,0.0,False,True
0.719,134,0,2075,616,1.0,0.1787,0.3032,0.0,0.8213,1.0,0.1787,0,0.0,False,True
0.72,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,1.0,0.1773,0,0.0,False,True
0.721,133,0,2075,617,1.0,0.1773,0.3012,0.0,0.8227,1.0,0.1773,0,0.0,False,True
0.722,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.723,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.724,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.725,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.726,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.727,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.728,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.729,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.73,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.731,131,0,2075,619,1.0,0.1747,0.2974,0.0,0.8253,1.0,0.1747,0,0.0,False,True
0.732,130,0,2075,620,1.0,0.1733,0.2955,0.0,0.8267,1.0,0.1733,0,0.0,False,True
0.733,130,0,2075,620,1.0,0.1733,0.2955,0.0,0.8267,1.0,0.1733,0,0.0,False,True
0.734,130,0,2075,620,1.0,0.1733,0.2955,0.0,0.8267,1.0,0.1733,0,0.0,False,True
0.735,130,0,2075,620,1.0,0.1733,0.2955,0.0,0.8267,1.0,0.1733,0,0.0,False,True
0.736,130,0,2075,620,1.0,0.1733,0.2955,0.0,0.8267,1.0,0.1733,0,0.0,False,True
0.737,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,1.0,0.172,0,0.0,False,True
0.738,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,1.0,0.172,0,0.0,False,True
0.739,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,1.0,0.172,0,0.0,False,True
0.74,129,0,2075,621,1.0,0.172,0.2935,0.0,0.828,1.0,0.172,0,0.0,False,True
0.741,128,0,2075,622,1.0,0.1707,0.2916,0.0,0.8293,1.0,0.1707,0,0.0,False,True
0.742,128,0,2075,622,1.0,0.1707,0.2916,0.0,0.8293,1.0,0.1707,0,0.0,False,True
0.743,127,0,2075,623,1.0,0.1693,0.2896,0.0,0.8307,1.0,0.1693,0,0.0,False,True
0.744,124,0,2075,626,1.0,0.1653,0.2838,0.0,0.8347,1.0,0.1653,0,0.0,False,True
0.745,124,0,2075,626,1.0,0.1653,0.2838,0.0,0.8347,1.0,0.1653,0,0.0,False,True
0.746,124,0,2075,626,1.0,0.1653,0.2838,0.0,0.8347,1.0,0.1653,0,0.0,False,True
0.747,122,0,2075,628,1.0,0.1627,0.2798,0.0,0.8373,1.0,0.1627,0,0.0,False,True
0.748,120,0,2075,630,1.0,0.16,0.2759,0.0,0.84,1.0,0.16,0,0.0,False,True
0.749,119,0,2075,631,1.0,0.1587,0.2739,0.0,0.8413,1.0,0.1587,0,0.0,False,True
0.75,119,0,2075,631,1.0,0.1587,0.2739,0.0,0.8413,1.0,0.1587,0,0.0,False,True
0.751,119,0,2075,631,1.0,0.1587,0.2739,0.0,0.8413,1.0,0.1587,0,0.0,False,True
0.752,115,0,2075,635,1.0,0.1533,0.2659,0.0,0.8467,1.0,0.1533,0,0.0,False,True
0.753,115,0,2075,635,1.0,0.1533,0.2659,0.0,0.8467,1.0,0.1533,0,0.0,False,True
0.754,115,0,2075,635,1.0,0.1533,0.2659,0.0,0.8467,1.0,0.1533,0,0.0,False,True
0.755,115,0,2075,635,1.0,0.1533,0.2659,0.0,0.8467,1.0,0.1533,0,0.0,False,True
0.756,113,0,2075,637,1.0,0.1507,0.2619,0.0,0.8493,1.0,0.1507,0,0.0,False,True
0.757,111,0,2075,639,1.0,0.148,0.2578,0.0,0.852,1.0,0.148,0,0.0,False,True
0.758,111,0,2075,639,1.0,0.148,0.2578,0.0,0.852,1.0,0.148,0,0.0,False,True
0.759,111,0,2075,639,1.0,0.148,0.2578,0.0,0.852,1.0,0.148,0,0.0,False,True
0.76,111,0,2075,639,1.0,0.148,0.2578,0.0,0.852,1.0,0.148,0,0.0,False,True
0.761,109,0,2075,641,1.0,0.1453,0.2538,0.0,0.8547,1.0,0.1453,0,0.0,False,True
0.762,108,0,2075,642,1.0,0.144,0.2517,0.0,0.856,1.0,0.144,0,0.0,False,True
0.763,107,0,2075,643,1.0,0.1427,0.2497,0.0,0.8573,1.0,0.1427,0,0.0,False,True
0.764,105,0,2075,645,1.0,0.14,0.2456,0.0,0.86,1.0,0.14,0,0.0,False,True
0.765,102,0,2075,648,1.0,0.136,0.2394,0.0,0.864,1.0,0.136,0,0.0,False,True
0.766,101,0,2075,649,1.0,0.1347,0.2374,0.0,0.8653,1.0,0.1347,0,0.0,False,True
0.767,99,0,2075,651,1.0,0.132,0.2332,0.0,0.868,1.0,0.132,0,0.0,False,True
0.768,96,0,2075,654,1.0,0.128,0.227,0.0,0.872,1.0,0.128,0,0.0,False,True
0.769,94,0,2075,656,1.0,0.1253,0.2227,0.0,0.8747,1.0,0.1253,0,0.0,False,True
0.77,94,0,2075,656,1.0,0.1253,0.2227,0.0,0.8747,1.0,0.1253,0,0.0,False,True
0.771,92,0,2075,658,1.0,0.1227,0.2185,0.0,0.8773,1.0,0.1227,0,0.0,False,True
0.772,92,0,2075,658,1.0,0.1227,0.2185,0.0,0.8773,1.0,0.1227,0,0.0,False,True
0.773,92,0,2075,658,1.0,0.1227,0.2185,0.0,0.8773,1.0,0.1227,0,0.0,False,True
0.774,92,0,2075,658,1.0,0.1227,0.2185,0.0,0.8773,1.0,0.1227,0,0.0,False,True
0.775,92,0,2075,658,1.0,0.1227,0.2185,0.0,0.8773,1.0,0.1227,0,0.0,False,True
0.776,91,0,2075,659,1.0,0.1213,0.2164,0.0,0.8787,1.0,0.1213,0,0.0,False,True
0.777,90,0,2075,660,1.0,0.12,0.2143,0.0,0.88,1.0,0.12,0,0.0,False,True
0.778,89,0,2075,661,1.0,0.1187,0.2122,0.0,0.8813,1.0,0.1187,0,0.0,False,True
0.779,86,0,2075,664,1.0,0.1147,0.2057,0.0,0.8853,1.0,0.1147,0,0.0,False,True
0.78,86,0,2075,664,1.0,0.1147,0.2057,0.0,0.8853,1.0,0.1147,0,0.0,False,True
0.781,85,0,2075,665,1.0,0.1133,0.2036,0.0,0.8867,1.0,0.1133,0,0.0,False,True
0.782,83,0,2075,667,1.0,0.1107,0.1993,0.0,0.8893,1.0,0.1107,0,0.0,False,True
0.783,80,0,2075,670,1.0,0.1067,0.1928,0.0,0.8933,1.0,0.1067,0,0.0,False,True
0.784,77,0,2075,673,1.0,0.1027,0.1862,0.0,0.8973,1.0,0.1027,0,0.0,False,True
0.785,75,0,2075,675,1.0,0.1,0.1818,0.0,0.9,1.0,0.1,0,0.0,False,True
0.786,73,0,2075,677,1.0,0.0973,0.1774,0.0,0.9027,1.0,0.0973,0,0.0,False,True
0.787,72,0,2075,678,1.0,0.096,0.1752,0.0,0.904,1.0,0.096,0,0.0,False,True
0.788,70,0,2075,680,1.0,0.0933,0.1707,0.0,0.9067,1.0,0.0933,0,0.0,False,True
0.789,69,0,2075,681,1.0,0.092,0.1685,0.0,0.908,1.0,0.092,0,0.0,False,True
0.79,68,0,2075,682,1.0,0.0907,0.1663,0.0,0.9093,1.0,0.0907,0,0.0,False,True
0.791,68,0,2075,682,1.0,0.0907,0.1663,0.0,0.9093,1.0,0.0907,0,0.0,False,True
0.792,67,0,2075,683,1.0,0.0893,0.164,0.0,0.9107,1.0,0.0893,0,0.0,False,True
